model_name,calibration_method,bin_label,row_n,mean_predicted_death,observed_death_rate
M1_original_rich,isotonic,"(0.0351, 0.0496]",241214,0.04824173385972265,0.04720289867088975
M1_original_rich,temperature_scaling,"(-0.00099, 0.0904]",83579,0.06273559322576956,0.004187654793668266
M1_original_rich,temperature_scaling,"(0.0904, 0.135]",83579,0.11258816981656027,0.006125940726737578
M1_original_rich,temperature_scaling,"(0.135, 0.181]",83579,0.15752893900537387,0.007537778628602879
M1_original_rich,temperature_scaling,"(0.181, 0.236]",83578,0.20782006751278412,0.009440283328148556
M1_original_rich,temperature_scaling,"(0.236, 0.304]",83579,0.26844630064246033,0.011426315222723412
M1_original_rich,temperature_scaling,"(0.304, 0.394]",83579,0.34637222006136714,0.01537467545675349
M1_original_rich,temperature_scaling,"(0.394, 0.523]",83578,0.45379181212829467,0.021405154466486397
M1_original_rich,temperature_scaling,"(0.523, 0.729]",83579,0.6168229050422099,0.04060828677060027
M1_original_rich,temperature_scaling,"(0.729, 0.981]",83579,0.8684112599934558,0.07323609997726702
M1_original_rich,temperature_scaling,"(0.981, 1.0]",83579,0.9974157486983717,0.025831847712942245
C1_dynamic_SOFA,raw,"(0.0168, 0.105]",83579,0.08671161719843591,0.0051209035762571934
C1_dynamic_SOFA,raw,"(0.105, 0.128]",83579,0.11634480566293251,0.007214730973091327
C1_dynamic_SOFA,raw,"(0.128, 0.152]",83579,0.14019670605327206,0.009894830041039016
C1_dynamic_SOFA,raw,"(0.152, 0.172]",83578,0.16205193070708898,0.010804278637919069
C1_dynamic_SOFA,raw,"(0.172, 0.196]",83579,0.18339546393280354,0.01036145443233348
C1_dynamic_SOFA,raw,"(0.196, 0.229]",83579,0.21151341483343206,0.01610452386364996
C1_dynamic_SOFA,raw,"(0.229, 0.28]",83578,0.25291942720690913,0.018138744645720167
C1_dynamic_SOFA,raw,"(0.28, 0.37]",83579,0.3203820084571545,0.025891671352851794
C1_dynamic_SOFA,raw,"(0.37, 0.597]",83579,0.4662784678520579,0.034482346043862695
C1_dynamic_SOFA,raw,"(0.597, 0.999]",83579,0.7970750332030824,0.07716053075533327
C1_dynamic_SOFA,intercept_only,"(-0.0006820000000000001, 0.00205]",83579,0.0016684632052908386,0.0051209035762571934
C1_dynamic_SOFA,intercept_only,"(0.00205, 0.00257]",83579,0.0023067228902384526,0.007214730973091327
C1_dynamic_SOFA,intercept_only,"(0.00257, 0.00313]",83579,0.002855018659352683,0.009894830041039016
C1_dynamic_SOFA,intercept_only,"(0.00313, 0.00364]",83578,0.0033839334952135524,0.010804278637919069
C1_dynamic_SOFA,intercept_only,"(0.00364, 0.00425]",83579,0.00392776103276738,0.01036145443233348
C1_dynamic_SOFA,intercept_only,"(0.00425, 0.0052]",83579,0.004689529846526079,0.01610452386364996
C1_dynamic_SOFA,intercept_only,"(0.0052, 0.00679]",83578,0.005915651001472869,0.018138744645720167
C1_dynamic_SOFA,intercept_only,"(0.00679, 0.0102]",83579,0.008242448856353337,0.025891671352851794
C1_dynamic_SOFA,intercept_only,"(0.0102, 0.0253]",83579,0.015605568186154143,0.034482346043862695
C1_dynamic_SOFA,intercept_only,"(0.0253, 0.963]",83579,0.12338008904998883,0.07716053075533327
C1_dynamic_SOFA,logistic_recalibration,"(0.00387, 0.0108]",83579,0.009883110008672794,0.0051209035762571934
C1_dynamic_SOFA,logistic_recalibration,"(0.0108, 0.012]",83579,0.011402744188841069,0.007214730973091327
C1_dynamic_SOFA,logistic_recalibration,"(0.012, 0.013]",83579,0.01249519163788851,0.009894830041039016
C1_dynamic_SOFA,logistic_recalibration,"(0.013, 0.0139]",83578,0.01344045221256841,0.010804278637919069
C1_dynamic_SOFA,logistic_recalibration,"(0.0139, 0.0148]",83579,0.014325665232665354,0.01036145443233348
C1_dynamic_SOFA,logistic_recalibration,"(0.0148, 0.0162]",83579,0.01545180696734142,0.01610452386364996
C1_dynamic_SOFA,logistic_recalibration,"(0.0162, 0.0181]",83578,0.017060270944355502,0.018138744645720167
C1_dynamic_SOFA,logistic_recalibration,"(0.0181, 0.0216]",83579,0.019640285560655953,0.025891671352851794
C1_dynamic_SOFA,logistic_recalibration,"(0.0216, 0.0318]",83579,0.025626574675922036,0.034482346043862695
C1_dynamic_SOFA,logistic_recalibration,"(0.0318, 0.395]",83579,0.05926225890255736,0.07716053075533327
C1_dynamic_SOFA,isotonic,"(-0.000999, 0.00629]",84115,0.0009623404630901718,0.005112048980562325
C1_dynamic_SOFA,isotonic,"(0.00629, 0.00903]",202250,0.009023681548675219,0.008647713226205191
C1_dynamic_SOFA,isotonic,"(0.00903, 0.0136]",110594,0.01353707229302752,0.010977087364594825
C1_dynamic_SOFA,isotonic,"(0.0136, 0.017]",152883,0.01699371620585809,0.01649627492919422
C1_dynamic_SOFA,isotonic,"(0.017, 0.0174]",54806,0.017446993194073567,0.017552822683647776
C1_dynamic_SOFA,isotonic,"(0.0174, 0.0269]",83758,0.02389982152938053,0.02808089973495069
C1_dynamic_SOFA,isotonic,"(0.0269, 0.041]",77657,0.03804685812513506,0.04000927154023462
C1_dynamic_SOFA,isotonic,"(0.041, 1.0]",69725,0.06623478860199758,0.08100394406597347
C1_dynamic_SOFA,temperature_scaling,"(0.00025, 0.0272]",83579,0.01980030285571037,0.0051209035762571934
C1_dynamic_SOFA,temperature_scaling,"(0.0272, 0.0393]",83579,0.03304240579569676,0.007214730973091327
C1_dynamic_SOFA,temperature_scaling,"(0.0393, 0.0536]",83579,0.04650128390524621,0.009894830041039016
C1_dynamic_SOFA,temperature_scaling,"(0.0536, 0.0682]",83578,0.06081864803130582,0.010804278637919069
C1_dynamic_SOFA,temperature_scaling,"(0.0682, 0.0865]",83579,0.0767114526191026,0.01036145443233348
C1_dynamic_SOFA,temperature_scaling,"(0.0865, 0.117]",83579,0.10056964554227019,0.01610452386364996
C1_dynamic_SOFA,temperature_scaling,"(0.117, 0.172]",83578,0.14164598028297118,0.018138744645720167
C1_dynamic_SOFA,temperature_scaling,"(0.172, 0.292]",83579,0.22325695616465463,0.025891671352851794
C1_dynamic_SOFA,temperature_scaling,"(0.292, 0.658]",83579,0.4452807206639945,0.034482346043862695
C1_dynamic_SOFA,temperature_scaling,"(0.658, 1.0]",83579,0.8780403798670713,0.07716053075533327
